canonical_name,long_tail,wiki_status,recommendation,n_guest_quotes,n_staff_quotes,guest_strong,guest_medium,staff_strong,staff_medium,staff_weak,guest_score,staff_score,flag_public_radio,flag_other_network,exclusion_trigger_label,exclusion_marker,summary_filter_verdict,top_guest_quote,top_guest_source,top_staff_quote,top_staff_source,subst_dedup,n_dates_dedup,span_days_dedup,npr_share,n_programs,first_date,last_date,transcript_ids
Rob Schmitz,1,long-tail,KEEP-EXCLUDED,2,48,2,0,45,3,0,6,18,1,0,"ROB SCHMITZ, BYLINE",BYLINE,review,"ROB SCHMITZ, CHINA CORRESPONDENT, ""MARKETPLACE""",label:CNN-182944;CNN-182959,"ROB SCHMITZ, BYLINE",label:NPR-124;NPR-396;NPR-416,5,5,730,1.0,4,2006-04-26,2008-04-25,NPR-13296;NPR-13580;NPR-13872;NPR-15047;NPR-15512;NPR-3826;NPR-38925;NPR-39054;NPR-40212;NPR-40294;NPR-41783;NPR-42055;NPR-43856;NPR-44178;NPR-46268
Sarah Varney,1,long-tail,KEEP-EXCLUDED,2,8,2,0,2,5,1,6,15,1,0,SARAH VARNEY reporting,REPORTER,no,Ms. SARAH VARNEY (Reporter for KQED),label:NPR-434,"SARAH VARNEY, BYLINE",label:NPR-24741;NPR-25912;NPR-28081,3,3,184,1.0,3,2006-07-26,2007-01-26,NPR-13679;NPR-15852;NPR-38155;NPR-40734;NPR-46001;NPR-4649;NPR-48409
Molly Peterson,1,long-tail,KEEP-EXCLUDED,2,15,1,1,8,5,2,5,22,0,0,MOLLY PETERSON reporting,BYLINE,review,That Molly Peterson - environment correspondent for Southern California Public Radio.,"utterance[KELLY MCEVERS, HOST]:NPR-24815","MOLLY PETERSON, BYLINE",label:NPR-5336;NPR-48770,6,6,3106,1.0,2,2006-09-19,2015-03-22,NPR-14103;NPR-24815;NPR-3018;NPR-45719;NPR-47468;NPR-47635;NPR-47968;NPR-47970;NPR-47972;NPR-48048;NPR-48145;NPR-48346;NPR-48376;NPR-6614
Jerome Socolovsky,1,long-tail,KEEP-EXCLUDED,2,16,0,2,1,13,2,4,13,0,0,JEROME SOCOLOVSKY reporting,BYLINE,review,Renee Montagne talks to reporter Jerome Socolovsky.,summary:NPR-39071,"JEROME SOCOLOVSKY, BYLINE",label:NPR-45461,23,22,1387,1.0,5,2006-02-06,2009-11-24,NPR-14663;NPR-15190;NPR-15382;NPR-16607;NPR-16908;NPR-17057;NPR-17207;NPR-17965;NPR-18562;NPR-32286;NPR-32335;NPR-32441;NPR-33403;NPR-34713;NPR-35159;NPR-35257;NPR-35731;NPR-36163;NPR-36764;NPR-36922;NPR-36991;NPR-37109;NPR-37876;NPR-37983;NPR-38275
Joe Wertz,1,long-tail,KEEP-EXCLUDED,2,3,0,2,1,1,1,4,6,0,0,"JOE WERTZ, BYLINE",BYLINE,review,"To find out more, we called Joe Wertz.","utterance[MICHEL MARTIN, HOST]:NPR-20925","JOE WERTZ, BYLINE",label:NPR-16251;NPR-17572;NPR-19932,3,3,828,1.0,2,2014-05-29,2016-09-03,NPR-1611;NPR-20925;NPR-27225
Jeff Lunden,1,long-tail,KEEP-EXCLUDED,2,12,0,2,1,10,1,4,12,0,0,"JEFF LUNDEN, BYLINE",BYLINE,no,Jeff Lunden is with us at our New York bureau.,"utterance[AUDIE CORNISH, HOST]:NPR-17934","JEFF LUNDEN, BYLINE",label:NPR-8500;NPR-9626;NPR-12014,3,3,1223,1.0,1,2007-10-10,2011-02-14,NPR-30047;NPR-36208;NPR-36298
Gloria Hillard,1,long-tail,KEEP-EXCLUDED,1,31,1,0,13,15,3,3,23,0,0,"GLORIA HILLARD, CNN CORRESPONDENT (voice-over)",BYLINE,no,Reporter Gloria Hillard found a bunch of recent high school graduates at a popular shopping mall there.,"utterance[MADELEINE BRAND, Host]:NPR-13140","GLORIA HILLARD, CNN CORRESPONDENT (voice-over)",label:CNN-972;CNN-1029;CNN-1042,7,7,869,1.0,4,2007-01-21,2009-06-08,NPR-13140;NPR-13579;NPR-15670;NPR-16144;NPR-34063;NPR-36807;NPR-38123;NPR-41442;NPR-44585;NPR-5813;NPR-7059
Diantha Parker,1,long-tail,KEEP-EXCLUDED,1,8,0,1,4,4,0,2,20,0,0,DIANTHA PARKER reporting,REPORTING,no,Diantha Parker explains.,"utterance[ALEX COHEN, host]:NPR-9105",NPR's Diantha Parker sent this audio postcard.,"utterance[LIANE HANSEN, host]:NPR-7670",4,4,560,1.0,3,2007-08-10,2009-02-20,NPR-13300;NPR-3252;NPR-41817;NPR-47728;NPR-7670;NPR-8627;NPR-9105;NPR-9843
James Fredrick,1,long-tail,KEEP-EXCLUDED,1,24,0,1,1,3,20,2,13,0,0,"JAMES FREDRICK, BYLINE",BYLINE,no,"NPR's Lulu Garcia-Navarro speaks with journalist James Fredrick and ""John,"" who fled from Honduras to the United States with his daughter.",summary:NPR-8025,"JAMES FREDRICK, BYLINE",label:NPR-1666;NPR-1842;NPR-1936,4,4,431,1.0,3,2017-09-20,2018-11-25,NPR-1841;NPR-2058;NPR-49245;NPR-7460;NPR-8025
Kaomi Goetz,1,long-tail,KEEP-EXCLUDED,1,7,0,1,1,4,2,2,13,0,0,"KAOMI GOETZ, BYLINE",BYLINE,no,Kaomi Goetz explains.,"utterance[MELISSA BLOCK, host]:NPR-35360","KAOMI GOETZ, BYLINE",label:NPR-22326,4,4,468,1.0,2,2009-02-17,2010-05-31,NPR-34128;NPR-35360;NPR-37207;NPR-8396;NPR-8711
Alice Furlaud,1,long-tail,KEEP-EXCLUDED,1,10,0,1,0,3,7,2,10,0,0,Ms. ALICE FURLAUD (Reporter),REPORTER,no,Ms. ALICE FURLAUD (Writer),label:NPR-9645,Ms. ALICE FURLAUD (Reporter),label:NPR-39905,3,3,473,1.0,3,2007-09-09,2008-12-25,NPR-16466;NPR-41136;NPR-42567;NPR-9645
Brad Linder,1,long-tail,KEEP-EXCLUDED,1,4,0,1,0,4,0,2,8,0,0,BRAD LINDER reporting,REPORTING,no,Brad Linder explains.,"utterance[RENEE MONTAGNE, Host]:NPR-34937",BRAD LINDER reporting,label:NPR-40616,3,3,882,1.0,2,2006-07-09,2008-12-07,NPR-34562;NPR-34937;NPR-38119;NPR-40616;NPR-42167
Kristen Gillespie,1,long-tail,KEEP-EXCLUDED,1,10,0,1,2,7,1,2,15,0,0,KRISTEN GILLESPIE reporting,REPORTING,no,"KRISTEN GILLESPIE, JOURNALIST",label:CNN-99444;CNN-99462,"KRISTEN GILLESPIE, CNN PRODUCER",label:CNN-99445,3,3,188,0.7,5,2006-12-05,2007-06-11,CNN-99444;CNN-99445;CNN-99462;NPR-13398;NPR-14616;NPR-36457;NPR-37359;NPR-41450;NPR-42460;NPR-42917
Gregory Feifer,1,long-tail,KEEP-EXCLUDED,0,29,0,0,28,1,0,0,14,0,0,GREGORY FEIFER reporting,REPORTING,no,,,NPR's Gregory Feifer reports.,"utterance[MADELEINE BRAND, host]:NPR-5026",35,35,1148,1.0,6,2006-01-20,2009-03-13,NPR-16462;NPR-16471;NPR-17138;NPR-17558;NPR-18383;NPR-18754;NPR-19201;NPR-19207;NPR-33253;NPR-33308;NPR-33458;NPR-33545;NPR-33703;NPR-34307;NPR-34536;NPR-34561;NPR-34593;NPR-34595;NPR-36049;NPR-36576;NPR-36766;NPR-36914;NPR-37011;NPR-37384;NPR-37541
Nancy Mullane,1,long-tail,KEEP-EXCLUDED,0,13,0,0,0,8,5,0,12,0,0,NANCY MULLANE reporting,REPORTING,review,,,NANCY MULLANE reporting,label:NPR-4442,10,10,989,1.0,5,2006-02-19,2008-11-04,NPR-15925;NPR-1652;NPR-17563;NPR-19045;NPR-2309;NPR-2734;NPR-34114;NPR-3418;NPR-38161;NPR-41592;NPR-4442;NPR-45145;NPR-5360
Kathleen Schalch,1,long-tail,KEEP-EXCLUDED,0,18,0,0,17,1,0,0,14,0,0,KATHLEEN SCHALCH reporting,REPORTING,no,,,NPR's Kathleen Schalch reports.,"utterance[STEVE INSKEEP, host]:NPR-6069",7,7,807,1.0,3,2006-05-01,2008-07-16,NPR-18329;NPR-36450;NPR-37548;NPR-37690;NPR-38840;NPR-38848;NPR-39066;NPR-39090;NPR-39475;NPR-39646;NPR-39893;NPR-40165;NPR-40402;NPR-40556;NPR-40779;NPR-41656;NPR-42492;NPR-42575;NPR-43196;NPR-43296;NPR-43462;NPR-43550;NPR-44249;NPR-6069;NPR-7053
Patti Neighmond,1,long-tail,KEEP-EXCLUDED,0,16,0,0,16,0,0,0,12,0,0,"PATTI NEIGHMOND, BYLINE",BYLINE,no,,,"PATTI NEIGHMOND, BYLINE",label:NPR-5981;NPR-7210;NPR-14464,6,6,1273,1.0,2,2007-02-08,2010-08-04,NPR-31083;NPR-31204;NPR-32998;NPR-33008;NPR-33204;NPR-36027;NPR-36813;NPR-36951;NPR-39859
Shia Levitt,1,long-tail,KEEP-EXCLUDED,0,9,0,0,1,7,1,0,12,0,0,SHIA LEVITT reporting,BYLINE,review,,,"SHIA LEVITT, BYLINE",label:NPR-10088,6,6,385,1.0,3,2008-02-25,2009-03-16,NPR-14883;NPR-15021;NPR-17189;NPR-35595;NPR-38168;NPR-39490;NPR-40449;NPR-5453;NPR-8241;NPR-8637;NPR-8735
Eve Troeh,1,long-tail,KEEP-EXCLUDED,0,7,0,0,0,4,3,0,11,0,0,EVE TROEH reporting,REPORTING,no,,,EVE TROEH reporting,label:NPR-4558;NPR-13707;NPR-42485,4,4,723,1.0,4,2006-11-07,2008-10-30,NPR-13707;NPR-37544;NPR-38427;NPR-42485;NPR-43202;NPR-44994;NPR-4558;NPR-465
Jack Zahora,1,long-tail,KEEP-EXCLUDED,0,8,0,0,7,1,0,0,14,0,0,JACK ZAHORA reporting,REPORTING,no,,,NPR's Jack Zahora has this remembrance.,"utterance[MADELEINE BRAND, host]:NPR-3255",4,4,625,1.0,2,2007-01-22,2008-10-08,NPR-3255;NPR-34308;NPR-36674;NPR-37037;NPR-38171
Andrea Hsu,1,long-tail,KEEP-EXCLUDED,0,12,0,0,11,1,0,0,14,0,0,ANDREA HSU reporting,REPORTING,no,,,"As NPR's Andrea Hsu reports, some churches are fighting closure.","utterance[MICHELE NORRIS, host]:NPR-39169",3,3,635,1.0,2,2006-11-24,2008-08-20,NPR-34820;NPR-39169;NPR-41270;NPR-41353;NPR-41400;NPR-41458;NPR-41622;NPR-42806;NPR-45634
Elaine Korry,1,long-tail,KEEP-EXCLUDED,0,9,0,0,8,1,0,0,14,0,0,ELAINE KORRY reporting,REPORTING,no,,,NPR's Elaine Korry reports.,"utterance[RENEE MONTAGNE, host]:NPR-5562",3,3,181,1.0,3,2006-08-23,2007-02-20,NPR-14618;NPR-35732;NPR-36913;NPR-36958;NPR-38069;NPR-38102;NPR-39459;NPR-39719;NPR-41987;NPR-42263;NPR-43303;NPR-5562
Monica Ortiz Uribe,1,long-tail,KEEP-EXCLUDED,0,19,0,0,2,5,12,0,18,0,0,"MONICA ORTIZ URIBE, BYLINE",BYLINE,no,,,"MONICA ORTIZ URIBE, BYLINE",label:NPR-541;NPR-1048;NPR-1064,3,3,182,1.0,2,2010-03-15,2010-09-13,NPR-31481;NPR-34775;NPR-35862
Alex Cohen,0,has-page,KEEP-EXCLUDED,12,21,8,4,17,4,0,20,20,0,0,"ALEX COHEN, host",HOST,no,"Jeff Martin, Kaposi's sarcoma expert and professor at the University of California San Francisco School of Medicine, talks to Alex Cohen about what this means.",summary:NPR-2122,"ALEX COHEN, host",label:NPR-8;NPR-11;NPR-12,25,25,917,0.97,3,2006-09-08,2009-03-13,CNN-124216;NPR-10465;NPR-10673;NPR-10676;NPR-1507;NPR-15983;NPR-16;NPR-16184;NPR-17186;NPR-17482;NPR-3246;NPR-3694;NPR-4003;NPR-4120;NPR-44156;NPR-44575;NPR-44577;NPR-447;NPR-44768;NPR-46571;NPR-46844;NPR-46854;NPR-46959;NPR-47309;NPR-47460
Farai Chideya,0,has-page,KEEP-EXCLUDED,37,36,20,17,34,1,1,20,15,0,0,"FARAI CHIDEYA, host",HOST,no,"FARAI CHIDEYA, AUTHOR/JOURNALIST",label:CNN-13934;CNN-18137,"FARAI CHIDEYA, host",label:NPR-1;NPR-4;NPR-5,19,19,4184,0.64,20,2005-05-30,2016-11-12,CNN-112944;CNN-12859;CNN-12871;CNN-13137;CNN-13147;CNN-13244;CNN-13934;CNN-14104;CNN-15598;CNN-180784;CNN-180788;CNN-18137;CNN-181523;CNN-182244;CNN-19346;CNN-20823;CNN-24659;CNN-27813;CNN-294275;CNN-297205;CNN-297503;CNN-319227;CNN-376259;CNN-61211;CNN-86186
Christopher Johnson,0,has-page,KEEP-EXCLUDED,12,32,7,5,10,2,20,20,20,0,0,CHRISTOPHER JOHNSON reporting,REPORTING,review,"CHRISTOPHER JOHNSON, CENTER FOR STRATEGIC AND INTERNATIONAL STUDIES",label:CNN-187247,"Christopher Johnson talks with James Spooner, the creator of Afro Punk, which screens this week at CMJ's Music Marathon in New York.",summary:NPR-3432,10,10,2338,0.79,11,2006-09-19,2013-02-12,CNN-187247;CNN-195773;CNN-203407;CNN-227849;CNN-400223;CNN-400260;CNN-400267;NPR-1637;NPR-1651;NPR-1775;NPR-1812;NPR-1858;NPR-1890;NPR-18959;NPR-1953;NPR-2017;NPR-2094;NPR-21052;NPR-2158;NPR-2279;NPR-2316;NPR-2472;NPR-2554;NPR-2799;NPR-2859
Charlie Sykes,0,has-page,KEEP-EXCLUDED,20,14,6,14,14,0,0,20,12,0,0,"CHARLIE SYKES, CONSERVATIVE RADIO HOST",HOST,review,"CHARLIE SYKES, TALK SHOW HOW & AUTHOR",label:CNN-290354,"CHARLIE SYKES, RADIO HOST",label:CNN-279942;CNN-280052;CNN-280064,10,10,798,0.79,6,2016-07-30,2018-10-06,CNN-290354;CNN-324844;CNN-54701;NPR-11646;NPR-15674;NPR-16344;NPR-17896;NPR-18305;NPR-18682;NPR-19865;NPR-3611;NPR-4334;NPR-46554;NPR-47747
Charlamagne Tha God,0,has-page,KEEP-EXCLUDED,14,4,4,10,4,0,0,20,12,0,0,"CHARLAMAGNE THA GOD, RADIO HOST",HOST,no,"CHARLAMAGNE THA GOD, AUTHOR",label:CNN-401666,"CHARLAMAGNE THA GOD, RADIO HOST",label:CNN-339095;CNN-366304;CNN-366411,4,4,446,0.0,7,2019-08-01,2020-10-20,CNN-366304;CNN-376423;CNN-376424;CNN-400877;CNN-400956;CNN-401038;CNN-401047;CNN-401666;CNN-401777;CNN-413860
Michel Martin,0,has-page,KEEP-EXCLUDED,14,84,7,7,82,2,0,20,16,1,1,"MICHEL MARTIN, HOST",HOST,no,"MICHEL MARTIN, CORRESPONDENT, ABC NEWS",label:CNN-382271;CNN-383595,"MICHEL MARTIN, HOST",label:NPR-256;NPR-257;NPR-259,4,4,862,0.1,6,2006-03-28,2008-08-06,CNN-350068;CNN-350575;CNN-351005;CNN-351393;CNN-351992;CNN-352685;CNN-355715;CNN-356252;CNN-357465;CNN-357904;CNN-358340;CNN-359024;CNN-359204;CNN-361236;CNN-361933;CNN-362446;CNN-362740;CNN-363047;CNN-363610;CNN-364343;CNN-364866;CNN-366624;CNN-367522;CNN-368460;CNN-370414
Lisa Ling,0,has-page,KEEP-EXCLUDED,44,21,11,33,20,1,0,20,14,0,0,"LISA LING, CNN HOST, ""THIS IS LIFE""",HOST,no,"LISA LING, ""PLANET IN PERIL"" SPECIAL CORRESPONDENT",label:CNN-131750,"LISA LING, CNN HOST, ""THIS IS LIFE""",label:CNN-239772;CNN-239779;CNN-240216,3,3,931,0.0,11,2009-06-01,2011-12-19,CNN-121275;CNN-128076;CNN-138898;CNN-138930;CNN-138971;CNN-138973;CNN-139149;CNN-139150;CNN-139155;CNN-139157;CNN-139158;CNN-139167;CNN-139171;CNN-139179;CNN-139185;CNN-139488;CNN-139490;CNN-139519;CNN-139529;CNN-139542;CNN-140223;CNN-140230;CNN-141276;CNN-141283;CNN-141334
Xeni Jardin,0,has-page,KEEP-EXCLUDED,16,19,4,12,5,6,8,20,24,0,0,XENI JARDIN reporting,REPORTING,review,"XENI JARDIN, CO-FOUNDER, BOINGBOING.NET",label:CNN-112944,"As our tech contributor Xeni Jardin reports, there may be some problems with this mass cleanout.","utterance[MADELEINE BRAND, host]:NPR-3147",3,3,289,0.44,9,2006-10-31,2007-08-16,CNN-101931;CNN-102307;CNN-104578;CNN-109493;CNN-112944;CNN-160921;CNN-167127;CNN-167181;CNN-171114;CNN-171235;CNN-173622;CNN-95684;CNN-95912;CNN-95933;CNN-96035;CNN-96307;CNN-96552;CNN-98620;CNN-99003;NPR-13876;NPR-14074;NPR-14426;NPR-14531;NPR-14621;NPR-14814
Natalie Allen,0,has-page,KEEP-EXCLUDED,9,47,6,3,47,0,0,18,12,0,0,"NATALIE ALLEN, CNN ANCHOR",ANCHOR,no,"Hello, from CNN center, I'm Natalie Allen.","utterance[NATALIE ALLEN, CNN ANCHOR]:CNN-3606","NATALIE ALLEN, CNN ANCHOR",label:CNN-18;CNN-23;CNN-28,6,4,587,0.0,7,2015-12-27,2017-08-05,CNN-17307;CNN-183306;CNN-19029;CNN-258746;CNN-26825;CNN-272280;CNN-272281;CNN-276452;CNN-276453;CNN-276454;CNN-276455;CNN-276456;CNN-276457;CNN-278277;CNN-279855;CNN-287515;CNN-287517;CNN-287524;CNN-288486;CNN-289539;CNN-29400;CNN-29401;CNN-29480;CNN-29543;CNN-300929
John Otis,0,has-page,KEEP-EXCLUDED,7,28,4,3,4,9,15,18,24,0,0,"JOHN OTIS, BYLINE",BYLINE,no,Mr. JOHN OTIS (Houston Chronicle),label:NPR-39614,"JOHN OTIS, BYLINE",label:NPR-122;NPR-135;NPR-207,3,3,3996,1.0,2,2008-07-02,2019-06-11,NPR-10240;NPR-39614;NPR-47116
Aaron Brown,0,has-page,KEEP-EXCLUDED,13,42,3,10,39,3,0,17,18,0,0,"AARON BROWN, CNN ANCHOR",ANCHOR,no,"Mr. AARON BROWN (Senior, San Francisco State College)",label:NPR-38963,"AARON BROWN, CNN ANCHOR",label:CNN-36727;CNN-39213;CNN-39224,3,3,5674,0.18,8,2003-04-21,2018-11-02,CNN-140532;CNN-166803;CNN-42479;CNN-45734;CNN-45805;CNN-45931;CNN-45932;CNN-45996;CNN-46491;CNN-48212;CNN-60228;CNN-68694;CNN-69721;CNN-69822;NPR-1792;NPR-1819;NPR-38963
Peter Sagal,0,has-page,KEEP-EXCLUDED,6,10,4,2,9,0,1,16,13,1,0,"PETER SAGAL, BYLINE",BYLINE,no,"Peter Sagal, host of NPR's Wait, Wait, Don't Tell Me visits Talk of the Nation guest host Alison Stewart to take a humorous look at how to understand the economy.",summary:NPR-47835,"PETER SAGAL, BYLINE",label:NPR-14453;NPR-17748;NPR-23221,4,4,653,0.57,4,2007-06-11,2009-03-25,CNN-156999;CNN-205087;CNN-205088;NPR-14931;NPR-41076;NPR-41181;NPR-47835
Hannah Allam,0,has-page,KEEP-EXCLUDED,10,19,9,1,18,0,1,14,13,0,0,"HANNAH ALLAM, BYLINE",BYLINE,no,"Ms. HANNAH ALLAM (Cairo Bureau Chief, McClatchy Newspapers)",label:NPR-2929,"HANNAH ALLAM, BYLINE",label:NPR-8206;NPR-8208;NPR-8274,3,3,4321,0.75,4,2005-08-25,2017-06-24,CNN-89509;NPR-15859;NPR-17682;NPR-2929
Brian Mann,0,has-page,KEEP-EXCLUDED,5,18,3,2,10,7,1,13,21,1,0,"BRIAN MANN, BYLINE",BYLINE,review,"BRIAN MANN, ADIRONDACK BUREAU CHIEF, NORTH COUNTRY PUBLIC RADIO",label:CNN-258348,"BRIAN MANN, BYLINE",label:NPR-1023;NPR-1840;NPR-2694,7,7,1506,0.88,7,2007-07-21,2011-09-04,CNN-258124;CNN-258348;NPR-13569;NPR-13844;NPR-17913;NPR-18159;NPR-29740;NPR-31498;NPR-33105;NPR-33150;NPR-34159;NPR-35289;NPR-40331;NPR-42399;NPR-44201;NPR-48718;NPR-49490
Geoff Bennett,0,has-page,KEEP-EXCLUDED,5,35,3,2,30,0,5,13,16,0,0,"GEOFF BENNETT, BYLINE",BYLINE,no,NPR's Susan Davis speaks with NBC White House Correspondent Geoff Bennett about the deteriorating relationship between President Trump and House Speaker Nancy Pelosi.,summary:NPR-6648,"GEOFF BENNETT, BYLINE",label:NPR-6272;NPR-6648;NPR-7719,4,4,4021,1.0,3,2007-09-26,2018-09-29,NPR-14592;NPR-3734;NPR-6671;NPR-671
Russell Lewis,0,has-page,KEEP-EXCLUDED,7,50,7,0,48,2,0,12,16,0,0,"RUSSELL LEWIS, BYLINE",BYLINE,no,"RUSSELL LEWIS, CHICAGO HISTORICAL SOCIETY",label:CNN-33700;CNN-94273,"RUSSELL LEWIS, BYLINE",label:NPR-5234;NPR-5395;NPR-6528,3,3,464,0.75,6,2010-01-19,2011-04-28,CNN-33700;CNN-94273;NPR-17481;NPR-29106;NPR-29601;NPR-35105;NPR-43481;NPR-45857
Emily Harris,0,has-page,KEEP-EXCLUDED,6,59,1,5,57,1,1,11,15,0,0,"EMILY HARRIS, BYLINE",BYLINE,no,"Here's the story from NPR's Berlin correspondent at the time, Emily Harris.","utterance[MADELEINE BRAND, host]:NPR-8239","EMILY HARRIS, BYLINE",label:NPR-2981;NPR-4250;NPR-4668,16,16,2880,0.92,6,2006-08-23,2014-07-12,CNN-333613;CNN-333614;NPR-18420;NPR-18781;NPR-26804;NPR-36649;NPR-36966;NPR-37005;NPR-37269;NPR-37392;NPR-37398;NPR-37481;NPR-38049;NPR-38071;NPR-38081;NPR-38313;NPR-41017;NPR-41036;NPR-41538;NPR-41820;NPR-42160;NPR-47236;NPR-47334;NPR-47519;NPR-7458
Ken Dolan,0,has-page,KEEP-EXCLUDED,14,2,1,13,2,0,0,11,6,0,0,"KEN DOLAN, CO-HOST, ""DOLANS UNSCRIPTED""",HOST,no,"KEN DOLAN, PERSONAL FINANCE AUTHOR",label:CNN-144088;CNN-144117,"KEN DOLAN, CO-HOST",label:CNN-92091;CNN-92280;CNN-92469,11,10,2366,0.0,5,2005-04-23,2011-10-15,CNN-144088;CNN-144117;CNN-145988;CNN-145990;CNN-146208;CNN-146837;CNN-146871;CNN-147276;CNN-147524;CNN-150327;CNN-150328;CNN-150744;CNN-150749;CNN-158770;CNN-159064;CNN-161150;CNN-161151;CNN-161205;CNN-162609;CNN-162613;CNN-165514;CNN-166165;CNN-166775;CNN-166776;CNN-167404
Allison Aubrey,0,has-page,KEEP-EXCLUDED,4,34,3,1,32,1,1,11,15,0,0,"ALLISON AUBREY, BYLINE",BYLINE,no,"Timothy Church and Allison Aubrey, who is food and health correspondent for NPR.","utterance[ARI SHAPIRO, HOST]:NPR-9859","ALLISON AUBREY, BYLINE",label:NPR-8226;NPR-8311;NPR-8749,9,9,2008,1.0,3,2006-01-26,2011-07-27,NPR-29057;NPR-29126;NPR-34355;NPR-35220;NPR-35516;NPR-35806;NPR-35967;NPR-36115;NPR-36440;NPR-37152;NPR-38908;NPR-39236;NPR-39375;NPR-39484;NPR-39518;NPR-39535;NPR-39626;NPR-39838;NPR-39988;NPR-40176;NPR-40285;NPR-40385;NPR-43669;NPR-48601;NPR-8818
Neal Conan,0,has-page,KEEP-EXCLUDED,4,48,3,1,47,1,0,11,14,1,0,"NEAL CONAN, host",HOST,no,"NEAL CONAN, ""TALK OF THE NATION,"" NATIONAL PUBLIC RADIO",label:CNN-67144,"NEAL CONAN, host",label:NPR-834;NPR-836;NPR-838,4,4,2311,0.89,4,2006-06-21,2012-10-18,CNN-67144;NPR-10185;NPR-1534;NPR-18091;NPR-43210;NPR-47863;NPR-4839;NPR-5993;NPR-7664
Kirk Siegler,0,has-page,KEEP-EXCLUDED,8,55,1,7,50,4,1,11,21,0,0,"KIRK SIEGLER, BYLINE",BYLINE,review,Robert Siegel talks with Kirk Siegler about Thursday's manhunt for a former Los Angeles Police Department officer.,summary:NPR-29888,"KIRK SIEGLER, BYLINE",label:NPR-317;NPR-1521;NPR-2199,4,4,793,1.0,3,2006-07-10,2008-09-10,NPR-10453;NPR-16593;NPR-32156;NPR-38338;NPR-38764;NPR-39458;NPR-40351;NPR-44998
Celeste Headlee,0,has-page,KEEP-EXCLUDED,4,36,2,2,29,6,1,10,21,0,0,"CELESTE HEADLEE, HOST",HOST,review,"I'm Celeste Headlee, and this is TALK OF THE NATION from NPR News.","utterance[CELESTE HEADLEE, HOST]:NPR-5806","CELESTE HEADLEE, HOST",label:NPR-5165;NPR-5806;NPR-7544,31,31,963,0.95,4,2006-10-16,2009-06-05,CNN-191374;CNN-191443;NPR-10;NPR-10274;NPR-10459;NPR-10470;NPR-10633;NPR-12970;NPR-1304;NPR-13104;NPR-15333;NPR-15526;NPR-2286;NPR-3145;NPR-3148;NPR-32776;NPR-3677;NPR-3680;NPR-3820;NPR-3830;NPR-3937;NPR-40759;NPR-42170;NPR-450;NPR-46104
Geoffrey Bennett,0,has-page,KEEP-EXCLUDED,6,35,0,6,14,0,21,8,16,0,0,"Mr. GEOFFREY BENNETT (Web Producer, NPR News)",NPR,review,Mr. GEOFFREY BENNETT (Web Producer),label:NPR-10757,"Mr. GEOFFREY BENNETT (Web Producer, NPR News)",label:NPR-11151,24,24,567,1.0,1,2007-07-11,2009-01-28,NPR-10048;NPR-10425;NPR-10757;NPR-1076;NPR-10796;NPR-11151;NPR-1225;NPR-12806;NPR-12809;NPR-12866;NPR-1298;NPR-12985;NPR-13216;NPR-13225;NPR-30;NPR-313;NPR-350;NPR-473;NPR-512;NPR-556;NPR-728;NPR-861;NPR-8784;NPR-924;NPR-9275
Steve Proffitt,0,has-page,KEEP-EXCLUDED,15,44,0,15,20,4,20,8,24,0,0,STEVE PROFFITT reporting,REPORTING,review,STEVE PROFFITT (Senior Producer),label:NPR-15378,Our senior producer Steve Proffitt caught up with some motorists here in Los Angeles.,"utterance[ANTHONY BROOKS, host]:NPR-1300",15,15,1615,1.0,2,2005-08-17,2010-01-18,NPR-10636;NPR-10640;NPR-1300;NPR-13377;NPR-14239;NPR-14639;NPR-14847;NPR-15017;NPR-15278;NPR-15378;NPR-16035;NPR-2518;NPR-3241;NPR-33085;NPR-3475;NPR-3588;NPR-36157;NPR-3933;NPR-4007;NPR-45151;NPR-45705;NPR-46082;NPR-46484;NPR-47338;NPR-47533
Luke Burbank,0,has-page,KEEP-EXCLUDED,3,34,2,1,31,3,0,8,18,0,0,"LUKE BURBANK, host",HOST,review,"John Dickerson, chief political correspondent for the online magazine Slate, talks with Alex Chadwick and Luke Burbank.",summary:NPR-6313,"LUKE BURBANK, host",label:NPR-5887;NPR-6313;NPR-6503,14,14,401,1.0,4,2006-02-01,2007-03-09,NPR-14195;NPR-14313;NPR-14957;NPR-15527;NPR-16833;NPR-16976;NPR-18827;NPR-37542;NPR-37866;NPR-37970;NPR-38912;NPR-39246;NPR-39464;NPR-39634;NPR-40152;NPR-40153;NPR-40217;NPR-40384;NPR-40713;NPR-40834;NPR-40921;NPR-41003;NPR-41734;NPR-41821;NPR-41992
Mona Chalabi,0,has-page,KEEP-EXCLUDED,4,1,0,4,1,0,0,8,3,0,0,"MONA CHALABI, BYLINE",BYLINE,no,"NPR's Rachel Martin talks with Mona Chalabi of FiveThirtyEight.com about the ""right to be forgotten"" — requests to Google to remove evidence of one's digital footprint from the search engine.",summary:NPR-2354,"MONA CHALABI, BYLINE",label:NPR-2354,5,5,231,1.0,1,2014-10-26,2015-06-14,NPR-2596;NPR-2599;NPR-2979;NPR-3742;NPR-3767
